,event_id,commence_time,home_team,away_team,bookmaker,market,outcome,price,line
0,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,h2h,Baltimore Ravens,-10000,
1,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,h2h,Miami Dolphins,2200,
2,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,spreads,Baltimore Ravens,-125,-17.5
3,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,spreads,Miami Dolphins,-105,17.5
4,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,totals,Over,-105,45.5
5,677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31T00:16:07Z,Miami Dolphins,Baltimore Ravens,draftkings,totals,Under,-125,45.5
6,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,h2h,Atlanta Falcons,210,
7,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,h2h,New England Patriots,-258,
8,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,spreads,Atlanta Falcons,-110,5.5
9,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,spreads,New England Patriots,-110,-5.5
10,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,totals,Over,-120,44.5
11,6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02T18:00:00Z,New England Patriots,Atlanta Falcons,draftkings,totals,Under,100,44.5
12,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,h2h,Carolina Panthers,700,
13,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,h2h,Green Bay Packers,-1100,
14,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,spreads,Carolina Panthers,-115,13.5
15,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,spreads,Green Bay Packers,-105,-13.5
16,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,totals,Over,-105,44.5
17,6031b513e188fc19a2311499566c9258,2025-11-02T18:00:00Z,Green Bay Packers,Carolina Panthers,draftkings,totals,Under,-115,44.5
18,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,h2h,Chicago Bears,-148,
19,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,h2h,Cincinnati Bengals,124,
20,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,spreads,Chicago Bears,-115,-2.5
21,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,spreads,Cincinnati Bengals,-105,2.5
22,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,totals,Over,-105,51.5
23,016f76d8237e8d4eb62b9c2ef68381bb,2025-11-02T18:00:00Z,Cincinnati Bengals,Chicago Bears,draftkings,totals,Under,-115,51.5
24,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,h2h,Denver Broncos,110,
25,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,h2h,Houston Texans,-130,
26,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,spreads,Denver Broncos,-108,1.5
27,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,spreads,Houston Texans,-112,-1.5
28,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,totals,Over,-115,39.5
29,72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02T18:00:00Z,Houston Texans,Denver Broncos,draftkings,totals,Under,-105,39.5
30,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,h2h,Detroit Lions,-500,
31,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,h2h,Minnesota Vikings,380,
32,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,spreads,Detroit Lions,-110,-8.5
33,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,spreads,Minnesota Vikings,-110,8.5
34,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,totals,Over,-105,48.5
35,cf95657d78ab3e515203df1d19c3b0c2,2025-11-02T18:00:00Z,Detroit Lions,Minnesota Vikings,draftkings,totals,Under,-115,48.5
36,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,h2h,Indianapolis Colts,-166,
37,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,h2h,Pittsburgh Steelers,140,
38,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,spreads,Indianapolis Colts,-115,-3.0
39,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,spreads,Pittsburgh Steelers,-105,3.0
40,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,totals,Over,-118,50.5
41,2340a6e0794d5688996dcf8aaf634742,2025-11-02T18:00:00Z,Pittsburgh Steelers,Indianapolis Colts,draftkings,totals,Under,-102,50.5
42,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,h2h,Los Angeles Chargers,-520,
43,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,h2h,Tennessee Titans,390,
44,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,spreads,Los Angeles Chargers,-110,-9.5
45,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,spreads,Tennessee Titans,-110,9.5
46,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,totals,Over,-108,43.5
47,b60025aea576e2e89ef7bc7303f847ec,2025-11-02T18:00:00Z,Tennessee Titans,Los Angeles Chargers,draftkings,totals,Under,-112,43.5
48,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,h2h,New York Giants,124,
49,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,h2h,San Francisco 49ers,-148,
50,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,spreads,New York Giants,-105,2.5
51,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,spreads,San Francisco 49ers,-115,-2.5
52,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,totals,Over,-105,48.5
53,a788e7cebff4b5fe10034710090e4529,2025-11-02T18:00:00Z,New York Giants,San Francisco 49ers,draftkings,totals,Under,-115,48.5
54,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,h2h,Jacksonville Jaguars,-148,
55,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,h2h,Las Vegas Raiders,124,
56,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,spreads,Jacksonville Jaguars,-115,-2.5
57,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,spreads,Las Vegas Raiders,-105,2.5
58,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,totals,Over,-108,44.5
59,d0bf341e7959d69b55f1a8ff09065234,2025-11-02T21:05:00Z,Las Vegas Raiders,Jacksonville Jaguars,draftkings,totals,Under,-112,44.5
60,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,h2h,Los Angeles Rams,-1100,
61,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,h2h,New Orleans Saints,700,
62,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,spreads,Los Angeles Rams,-115,-14.0
63,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,spreads,New Orleans Saints,-105,14.0
64,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,totals,Over,-110,43.5
65,b08df670a95f1809707b335dc75081c6,2025-11-02T21:05:00Z,Los Angeles Rams,New Orleans Saints,draftkings,totals,Under,-110,43.5
66,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,h2h,Buffalo Bills,110,
67,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,h2h,Kansas City Chiefs,-130,
68,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,spreads,Buffalo Bills,-105,1.5
69,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,spreads,Kansas City Chiefs,-115,-1.5
70,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,totals,Over,-108,52.5
71,61531628516decd1ee8116da5f6f9056,2025-11-02T21:25:00Z,Buffalo Bills,Kansas City Chiefs,draftkings,totals,Under,-112,52.5
